name,year,typed_total,top_virus,top_cases,second_cases,top_share,dominance_gap
花山区,2020,54,Others,52,2,0.9629629629629629,50
花山区,2021,63,Others,57,6,0.9047619047619048,51
花山区,2022,27,CV-A16,17,10,0.6296296296296297,7
花山区,2023,56,Others,30,26,0.5357142857142857,4
萧县,2009,1,EV71,1,0,1,1
萧县,2010,16,CV-A16,9,7,0.5625,2
萧县,2011,36,EV71,34,2,0.9444444444444444,32
萧县,2012,18,EV71,14,3,0.7777777777777778,11
萧县,2013,5,EV71,4,1,0.8,3
萧县,2014,43,CV-A16,32,6,0.7441860465116279,26
萧县,2015,43,Others,24,10,0.5581395348837209,14
萧县,2016,32,EV71,15,12,0.46875,3
萧县,2017,40,Others,29,8,0.725,21
萧县,2018,44,Others,35,9,0.7954545454545454,26
萧县,2019,55,Others,29,26,0.5272727272727272,3
萧县,2020,50,Others,50,0,1,50
萧县,2021,74,Others,40,30,0.5405405405405406,10
萧县,2022,42,Others,34,8,0.8095238095238095,26
萧县,2023,57,Others,56,1,0.9824561403508771,55
蒙城县,2010,12,EV71,12,0,1,12
蒙城县,2011,26,EV71,20,4,0.7692307692307693,16
蒙城县,2012,15,EV71,10,3,0.6666666666666666,7
蒙城县,2013,29,EV71,21,8,0.7241379310344828,13
蒙城县,2014,16,EV71,8,5,0.5,3
蒙城县,2015,1,EV71,1,0,1,1
蒙城县,2016,2,Mixed,1,1,0.5,0
蒙城县,2017,2,EV71,2,0,1,2
蒙城县,2018,3,Others,2,1,0.6666666666666666,1
蒙城县,2019,29,Others,19,10,0.6551724137931034,9
蒙城县,2020,32,Others,29,3,0.90625,26
蒙城县,2021,74,Others,54,19,0.7297297297297297,35
蒙城县,2022,42,Others,38,3,0.9047619047619048,35
蒙城县,2023,95,Others,89,6,0.9368421052631579,83
蚌山区,2009,6,EV71,6,0,1,6
蚌山区,2010,20,EV71,11,9,0.55,2
蚌山区,2011,8,EV71,8,0,1,8
蚌山区,2012,17,CV-A16,15,2,0.8823529411764706,13
蚌山区,2013,7,EV71,7,0,1,7
蚌山区,2014,19,CV-A16,9,6,0.47368421052631576,3
蚌山区,2015,3,Mixed,1,1,0.3333333333333333,0
蚌山区,2016,24,Others,11,7,0.4583333333333333,4
蚌山区,2017,20,Others,9,8,0.45,1
蚌山区,2018,33,Others,29,2,0.8787878787878788,27
蚌山区,2019,36,Others,31,4,0.8611111111111112,27
蚌山区,2020,46,Others,45,1,0.9782608695652174,44
蚌山区,2021,51,Others,27,23,0.5294117647058824,4
蚌山区,2022,23,Others,17,6,0.7391304347826086,11
蚌山区,2023,95,Others,95,0,1,95
蜀山区,2008,3,EV71,3,0,1,3
蜀山区,2009,25,EV71,20,5,0.8,15
蜀山区,2010,66,EV71,37,24,0.5606060606060606,13
蜀山区,2011,18,EV71,16,1,0.8888888888888888,15
蜀山区,2012,55,EV71,29,18,0.5272727272727272,11
蜀山区,2013,45,EV71,23,16,0.5111111111111111,7
蜀山区,2014,48,CV-A16,28,16,0.5833333333333334,12
蜀山区,2015,51,Others,27,16,0.5294117647058824,11
蜀山区,2016,42,Others,20,16,0.47619047619047616,4
蜀山区,2017,48,Others,26,15,0.5416666666666666,11
蜀山区,2018,48,Others,38,9,0.7916666666666666,29
蜀山区,2019,63,Others,43,20,0.6825396825396826,23
蜀山区,2020,32,Others,30,2,0.9375,28
蜀山区,2021,86,CV-A16,44,42,0.5116279069767442,2
蜀山区,2022,52,Others,34,18,0.6538461538461539,16
蜀山区,2023,114,Others,98,13,0.8596491228070176,85
裕安区,2008,1,EV71,1,0,1,1
裕安区,2010,11,EV71,7,3,0.6363636363636364,4
裕安区,2011,20,EV71,11,8,0.55,3
裕安区,2014,5,EV71,4,1,0.8,3
裕安区,2016,3,Others,2,1,0.6666666666666666,1
裕安区,2018,6,CV-A16,5,1,0.8333333333333334,4
裕安区,2019,1,Others,1,0,1,1
裕安区,2020,7,Others,7,0,1,7
裕安区,2022,11,Others,11,0,1,11
裕安区,2023,3,Others,2,1,0.6666666666666666,1
谢家集区,2010,5,EV71,3,2,0.6,1
谢家集区,2011,21,Mixed,9,9,0.42857142857142855,0
谢家集区,2012,43,CV-A16,20,16,0.46511627906976744,4
谢家集区,2013,44,EV71,26,18,0.5909090909090909,8
谢家集区,2014,41,EV71,16,13,0.3902439024390244,3
谢家集区,2015,32,Others,16,9,0.5,7
谢家集区,2016,32,EV71,19,9,0.59375,10
谢家集区,2017,29,CV-A16,14,12,0.4827586206896552,2
谢家集区,2018,37,CV-A16,20,17,0.5405405405405406,3
谢家集区,2019,21,Others,19,2,0.9047619047619048,17
谢家集区,2020,8,Others,6,1,0.75,5
谢家集区,2021,27,Others,25,2,0.9259259259259259,23
谢家集区,2022,4,Others,3,1,0.75,2
谢家集区,2023,12,Others,12,0,1,12
谯城区,2009,6,EV71,5,1,0.8333333333333334,4
谯城区,2010,21,EV71,15,6,0.7142857142857143,9
谯城区,2011,40,EV71,33,6,0.825,27
谯城区,2012,41,EV71,28,7,0.6829268292682927,21
谯城区,2013,54,EV71,41,11,0.7592592592592593,30
谯城区,2014,58,Others,23,21,0.39655172413793105,2
谯城区,2015,67,Others,51,10,0.7611940298507462,41
谯城区,2016,78,Others,40,22,0.5128205128205128,18
谯城区,2017,67,Others,36,24,0.5373134328358209,12
谯城区,2018,51,Others,39,12,0.7647058823529411,27
谯城区,2019,20,Others,17,2,0.85,15
谯城区,2020,56,Others,53,3,0.9464285714285714,50
谯城区,2021,29,Others,22,7,0.7586206896551724,15
谯城区,2022,1,EV71,1,0,1,1
谯城区,2023,51,Others,51,0,1,51
贵池区,2010,30,Others,11,10,0.36666666666666664,1
贵池区,2011,45,EV71,29,11,0.6444444444444445,18
贵池区,2012,30,EV71,19,6,0.6333333333333333,13
贵池区,2013,23,Others,19,2,0.8260869565217391,17
贵池区,2014,34,EV71,24,5,0.7058823529411765,19
贵池区,2015,40,CV-A16,28,6,0.7,22
贵池区,2016,6,Mixed,2,2,0.3333333333333333,0
贵池区,2017,7,Mixed,3,3,0.42857142857142855,0
贵池区,2018,31,Others,25,5,0.8064516129032258,20
贵池区,2019,14,Others,9,5,0.6428571428571429,4
贵池区,2021,2,Others,2,0,1,2
贵池区,2022,1,CV-A16,1,0,1,1
贵池区,2023,24,Others,18,4,0.75,14
迎江区,2009,2,CV-A16,2,0,1,2
迎江区,2014,1,EV71,1,0,1,1
迎江区,2015,2,Others,2,0,1,2
迎江区,2016,2,Mixed,1,1,0.5,0
迎江区,2018,1,EV71,1,0,1,1
迎江区,2023,2,EV71,2,0,1,2
郊区,2009,1,EV71,1,0,1,1
郊区,2010,15,Mixed,6,6,0.4,0
郊区,2011,14,EV71,12,2,0.8571428571428571,10
郊区,2012,2,Others,2,0,1,2
郊区,2013,18,EV71,12,6,0.6666666666666666,6
郊区,2014,22,EV71,12,8,0.5454545454545454,4
郊区,2015,18,Others,16,2,0.8888888888888888,14
郊区,2016,1,Others,1,0,1,1
郊区,2018,6,Others,6,0,1,6
郊区,2019,63,Others,54,8,0.8571428571428571,46
郊区,2020,11,Others,11,0,1,11
郊区,2021,9,Others,9,0,1,9
郊区,2023,15,Others,12,3,0.8,9
郎溪县,2008,1,EV71,1,0,1,1
郎溪县,2010,6,EV71,3,2,0.5,1
郎溪县,2011,40,Others,21,15,0.525,6
郎溪县,2012,15,Mixed,5,5,0.3333333333333333,0
郎溪县,2013,25,Others,15,7,0.6,8
郎溪县,2014,23,EV71,13,6,0.5652173913043478,7
郎溪县,2015,37,Others,21,14,0.5675675675675675,7
郎溪县,2016,1,Others,1,0,1,1
郎溪县,2018,56,Others,51,4,0.9107142857142857,47
郎溪县,2019,33,CV-A16,30,3,0.9090909090909091,27
郎溪县,2020,103,Others,102,1,0.9902912621359223,101
郎溪县,2021,6,Others,6,0,1,6
郎溪县,2022,3,Others,2,1,0.6666666666666666,1
郎溪县,2023,96,Others,96,0,1,96
金安区,2010,6,EV71,6,0,1,6
金安区,2014,2,EV71,2,0,1,2
金安区,2015,4,CV-A16,4,0,1,4
金安区,2016,6,EV71,6,0,1,6
金安区,2018,8,CV-A16,6,2,0.75,4
金安区,2019,1,CV-A16,1,0,1,1
金安区,2020,6,Others,6,0,1,6
金安区,2021,6,CV-A16,5,1,0.8333333333333334,4
金安区,2022,14,Others,14,0,1,14
金安区,2023,15,Others,15,0,1,15
金寨县,2010,10,EV71,9,1,0.9,8
金寨县,2013,1,EV71,1,0,1,1
金寨县,2014,11,CV-A16,5,4,0.45454545454545453,1
金寨县,2016,1,EV71,1,0,1,1
金寨县,2022,2,Mixed,1,1,0.5,0
铜官区,2008,1,Others,1,0,1,1
铜官区,2009,1,CV-A16,1,0,1,1
铜官区,2010,111,EV71,54,35,0.4864864864864865,19
铜官区,2011,52,EV71,42,9,0.8076923076923077,33
铜官区,2012,29,Others,13,9,0.4482758620689655,4
铜官区,2013,94,EV71,52,34,0.5531914893617021,18
铜官区,2014,112,EV71,66,27,0.5892857142857143,39
铜官区,2015,44,Others,29,9,0.6590909090909091,20
铜官区,2016,10,CV-A16,5,4,0.5,1
铜官区,2017,18,Others,10,7,0.5555555555555556,3
铜官区,2018,88,Others,62,25,0.7045454545454546,37
铜官区,2019,167,Others,137,27,0.8203592814371258,110
铜官区,2020,101,Others,101,0,1,101
铜官区,2021,95,Others,68,27,0.7157894736842105,41
铜官区,2022,3,EV71,3,0,1,3
铜官区,2023,191,Others,182,8,0.9528795811518325,174
镜湖区,2009,31,CV-A16,15,14,0.4838709677419355,1
镜湖区,2010,23,EV71,9,8,0.391304347826087,1
镜湖区,2011,3,Others,2,1,0.6666666666666666,1
镜湖区,2012,35,CV-A16,25,6,0.7142857142857143,19
镜湖区,2013,31,EV71,18,11,0.5806451612903226,7
镜湖区,2014,37,CV-A16,19,10,0.5135135135135135,9
镜湖区,2015,43,CV-A16,26,12,0.6046511627906976,14
镜湖区,2016,31,Others,15,9,0.4838709677419355,6
镜湖区,2017,42,Others,27,12,0.6428571428571429,15
镜湖区,2018,56,Others,43,10,0.7678571428571429,33
镜湖区,2019,15,CV-A16,14,1,0.9333333333333333,13
镜湖区,2020,34,Others,34,0,1,34
镜湖区,2021,21,Others,20,1,0.9523809523809523,19
镜湖区,2022,51,Others,26,25,0.5098039215686274,1
镜湖区,2023,47,Others,42,5,0.8936170212765957,37
长丰县,2008,1,EV71,1,0,1,1
长丰县,2009,25,EV71,12,9,0.48,3
长丰县,2010,59,EV71,38,17,0.6440677966101694,21
长丰县,2011,20,EV71,15,5,0.75,10
长丰县,2012,29,CV-A16,11,10,0.3793103448275862,1
长丰县,2013,22,Others,15,6,0.6818181818181818,9
长丰县,2014,27,EV71,13,10,0.48148148148148145,3
长丰县,2015,34,Others,21,7,0.6176470588235294,14
长丰县,2016,51,CV-A16,21,19,0.4117647058823529,2
长丰县,2017,45,CV-A16,23,19,0.5111111111111111,4
长丰县,2018,50,Others,33,17,0.66,16
长丰县,2019,76,Others,42,34,0.5526315789473685,8
长丰县,2020,73,Others,67,6,0.9178082191780822,61
长丰县,2021,140,CV-A16,96,44,0.6857142857142857,52
长丰县,2022,44,Others,38,6,0.8636363636363636,32
长丰县,2023,160,Others,157,3,0.98125,154
阜南县,2008,1,EV71,1,0,1,1
阜南县,2009,3,Others,2,1,0.6666666666666666,1
阜南县,2010,31,EV71,25,6,0.8064516129032258,19
阜南县,2011,29,EV71,21,6,0.7241379310344828,15
阜南县,2012,43,EV71,23,16,0.5348837209302325,7
阜南县,2013,28,Others,17,11,0.6071428571428571,6
阜南县,2014,32,EV71,19,11,0.59375,8
阜南县,2015,7,Others,6,1,0.8571428571428571,5
阜南县,2016,70,Others,38,23,0.5428571428571428,15
阜南县,2017,4,Others,4,0,1,4
阜南县,2018,14,Others,12,2,0.8571428571428571,10
阜南县,2019,49,Others,42,6,0.8571428571428571,36
阜南县,2020,59,Others,58,1,0.9830508474576272,57
阜南县,2021,87,Others,65,22,0.7471264367816092,43
阜南县,2023,1,EV71,1,0,1,1
雨山区,2009,7,EV71,7,0,1,7
雨山区,2010,41,CV-A16,22,11,0.5365853658536586,11
雨山区,2011,17,EV71,10,4,0.5882352941176471,6
雨山区,2012,54,CV-A16,23,17,0.42592592592592593,6
雨山区,2013,42,Others,24,14,0.5714285714285714,10
雨山区,2014,36,EV71,15,12,0.4166666666666667,3
雨山区,2015,43,Others,29,11,0.6744186046511628,18
雨山区,2016,39,Others,21,12,0.5384615384615384,9
雨山区,2017,78,Others,40,33,0.5128205128205128,7
雨山区,2018,38,Others,35,3,0.9210526315789473,32
雨山区,2019,37,CV-A16,24,13,0.6486486486486487,11
雨山区,2020,34,Others,31,3,0.9117647058823529,28
雨山区,2021,48,Others,45,3,0.9375,42
雨山区,2022,6,Others,5,1,0.8333333333333334,4
雨山区,2023,66,Others,39,27,0.5909090909090909,12
霍山县,2010,5,CV-A16,4,1,0.8,3
霍山县,2014,22,EV71,14,6,0.6363636363636364,8
霍山县,2021,8,CV-A16,7,1,0.875,6
霍邱县,2008,3,EV71,3,0,1,3
霍邱县,2010,32,EV71,30,1,0.9375,29
霍邱县,2011,3,EV71,3,0,1,3
霍邱县,2012,5,EV71,3,2,0.6,1
霍邱县,2013,7,EV71,7,0,1,7
霍邱县,2014,11,EV71,9,1,0.8181818181818182,8
霍邱县,2015,5,EV71,3,2,0.6,1
霍邱县,2016,2,EV71,2,0,1,2
霍邱县,2017,4,EV71,3,1,0.75,2
霍邱县,2018,3,CV-A16,2,1,0.6666666666666666,1
霍邱县,2019,1,Others,1,0,1,1
霍邱县,2021,7,EV71,5,1,0.7142857142857143,4
霍邱县,2022,2,Others,2,0,1,2
霍邱县,2023,10,Others,10,0,1,10
青阳县,2009,5,EV71,4,1,0.8,3
青阳县,2010,2,Mixed,1,1,0.5,0
青阳县,2011,16,EV71,11,3,0.6875,8
青阳县,2012,19,CV-A16,9,7,0.47368421052631576,2
青阳县,2013,28,Others,20,8,0.7142857142857143,12
青阳县,2014,28,CV-A16,12,9,0.42857142857142855,3
青阳县,2015,20,CV-A16,14,4,0.7,10
青阳县,2016,61,EV71,49,11,0.8032786885245902,38
青阳县,2017,31,EV71,16,15,0.5161290322580645,1
青阳县,2018,21,Others,19,2,0.9047619047619048,17
青阳县,2019,1,CV-A16,1,0,1,1
青阳县,2020,4,Others,4,0,1,4
青阳县,2023,54,Others,54,0,1,54
颍上县,2008,1,EV71,1,0,1,1
颍上县,2009,16,EV71,13,3,0.8125,10
颍上县,2010,15,EV71,8,4,0.5333333333333333,4
颍上县,2011,61,EV71,51,6,0.8360655737704918,45
颍上县,2012,43,EV71,24,16,0.5581395348837209,8
颍上县,2013,50,Others,28,22,0.56,6
颍上县,2014,50,Others,21,19,0.42,2
颍上县,2015,22,Others,18,2,0.8181818181818182,16
颍上县,2016,56,Others,27,18,0.48214285714285715,9
颍上县,2017,7,Others,6,1,0.8571428571428571,5
颍上县,2018,111,Others,78,30,0.7027027027027027,48
颍上县,2019,52,Others,50,2,0.9615384615384616,48
颍上县,2020,45,Others,44,1,0.9777777777777777,43
颍上县,2021,36,Others,21,15,0.5833333333333334,6
颍上县,2022,1,Others,1,0,1,1
颍上县,2023,5,Others,3,2,0.6,1
颍东区,2009,9,Mixed,4,4,0.4444444444444444,0
颍东区,2010,8,EV71,7,1,0.875,6
颍东区,2011,26,EV71,17,9,0.6538461538461539,8
颍东区,2012,32,Others,25,5,0.78125,20
颍东区,2013,55,Others,28,26,0.509090909090909,2
颍东区,2014,15,Others,6,5,0.4,1
颍东区,2015,12,Others,11,1,0.9166666666666666,10
颍东区,2016,61,Others,34,20,0.5573770491803278,14
颍东区,2017,4,Mixed,2,2,0.5,0
颍东区,2018,27,Others,24,2,0.8888888888888888,22
颍东区,2019,23,Others,21,2,0.9130434782608695,19
颍东区,2020,8,Others,8,0,1,8
颍东区,2021,12,Others,11,1,0.9166666666666666,10
颍东区,2023,2,Mixed,1,1,0.5,0
颍州区,2008,2,EV71,2,0,1,2
颍州区,2009,14,Mixed,5,5,0.35714285714285715,0
颍州区,2010,11,EV71,9,2,0.8181818181818182,7
颍州区,2011,57,EV71,39,14,0.6842105263157895,25
颍州区,2012,50,Others,34,12,0.68,22
颍州区,2013,37,Others,22,13,0.5945945945945946,9
颍州区,2014,38,EV71,18,14,0.47368421052631576,4
颍州区,2015,16,Others,13,2,0.8125,11
颍州区,2016,110,Others,76,26,0.6909090909090909,50
颍州区,2017,18,Others,13,4,0.7222222222222222,9
颍州区,2018,88,Others,76,6,0.8636363636363636,70
颍州区,2019,61,Others,51,10,0.8360655737704918,41
颍州区,2020,12,Others,12,0,1,12
颍州区,2021,77,Others,74,3,0.961038961038961,71
颍州区,2023,4,Others,2,1,0.5,1
颍泉区,2008,14,EV71,14,0,1,14
颍泉区,2009,5,Mixed,2,2,0.4,0
颍泉区,2010,11,EV71,8,2,0.7272727272727273,6
颍泉区,2011,19,Others,10,8,0.5263157894736842,2
颍泉区,2012,57,EV71,25,24,0.43859649122807015,1
颍泉区,2013,36,EV71,18,16,0.5,2
颍泉区,2014,28,EV71,18,8,0.6428571428571429,10
颍泉区,2015,14,Others,10,2,0.7142857142857143,8
颍泉区,2016,96,Others,47,36,0.4895833333333333,11
颍泉区,2017,10,Others,8,2,0.8,6
颍泉区,2018,24,Others,21,3,0.875,18
颍泉区,2019,29,Others,23,6,0.7931034482758621,17
颍泉区,2020,4,Others,3,1,0.75,2
颍泉区,2021,17,Others,12,3,0.7058823529411765,9
颍泉区,2023,3,Mixed,1,1,0.3333333333333333,0
鸠江区,2009,7,CV-A16,3,2,0.42857142857142855,1
鸠江区,2010,30,EV71,17,7,0.5666666666666667,10
鸠江区,2011,38,EV71,24,12,0.631578947368421,12
鸠江区,2012,40,CV-A16,27,7,0.675,20
鸠江区,2013,59,EV71,30,16,0.5084745762711864,14
鸠江区,2014,24,CV-A16,13,9,0.5416666666666666,4
鸠江区,2015,49,CV-A16,24,20,0.4897959183673469,4
鸠江区,2016,54,EV71,25,22,0.46296296296296297,3
鸠江区,2017,39,Others,32,5,0.8205128205128205,27
鸠江区,2018,35,Others,26,8,0.7428571428571429,18
鸠江区,2019,56,CV-A16,31,25,0.5535714285714286,6
鸠江区,2020,75,Others,75,0,1,75
鸠江区,2021,74,Others,68,6,0.918918918918919,62
鸠江区,2022,75,Others,51,24,0.68,27
鸠江区,2023,74,Others,59,15,0.7972972972972973,44
黄山区,2010,13,CV-A16,11,2,0.8461538461538461,9
黄山区,2011,8,EV71,5,3,0.625,2
黄山区,2012,13,EV71,11,2,0.8461538461538461,9
黄山区,2013,14,Others,10,4,0.7142857142857143,6
黄山区,2014,16,CV-A16,10,5,0.625,5
黄山区,2015,5,EV71,4,1,0.8,3
黄山区,2016,19,CV-A16,13,5,0.6842105263157895,8
黄山区,2017,21,Others,15,5,0.7142857142857143,10
黄山区,2018,37,CV-A16,21,16,0.5675675675675675,5
黄山区,2019,18,CV-A16,18,0,1,18
黄山区,2020,5,EV71,5,0,1,5
黄山区,2021,31,Others,30,1,0.967741935483871,29
黄山区,2022,11,Others,9,2,0.8181818181818182,7
黄山区,2023,79,Others,62,17,0.7848101265822784,45
黟县,2010,2,Mixed,1,1,0.5,0
黟县,2012,2,EV71,2,0,1,2
黟县,2013,1,Others,1,0,1,1
黟县,2014,18,Mixed,7,7,0.3888888888888889,0
黟县,2016,21,CV-A16,11,9,0.5238095238095238,2
黟县,2017,10,Others,8,1,0.8,7
黟县,2018,6,CV-A16,4,2,0.6666666666666666,2
黟县,2019,6,Others,4,2,0.6666666666666666,2
黟县,2020,26,Others,26,0,1,26
黟县,2021,8,Others,8,0,1,8
黟县,2022,3,Others,2,1,0.6666666666666666,1
黟县,2023,29,Others,29,0,1,29
龙子湖区,2009,4,EV71,4,0,1,4
龙子湖区,2010,16,Mixed,8,8,0.5,0
龙子湖区,2011,12,EV71,11,1,0.9166666666666666,10
龙子湖区,2012,8,CV-A16,5,3,0.625,2
龙子湖区,2013,10,EV71,10,0,1,10
龙子湖区,2014,26,EV71,16,7,0.6153846153846154,9
龙子湖区,2015,8,CV-A16,4,3,0.5,1
龙子湖区,2016,24,Others,14,5,0.5833333333333334,9
龙子湖区,2017,9,Others,7,2,0.7777777777777778,5
龙子湖区,2018,10,Others,8,2,0.8,6
龙子湖区,2019,6,Others,5,1,0.8333333333333334,4
龙子湖区,2020,16,Others,15,1,0.9375,14
龙子湖区,2021,14,Others,8,6,0.5714285714285714,2
龙子湖区,2022,9,Others,7,2,0.7777777777777778,5
龙子湖区,2023,53,Others,53,0,1,53
